u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,geometry,speed_kph,travel_time,road_edge_id,original_u,original_v,original_key,original_osmid,road_node_u,road_node_v,bridge,tunnel,access,junction
6015615181,320536240,0,"[638258138, 741854719]",motorway_link,,,,True,,False,585.5655903740729,"LINESTRING (116.3793871 39.7144647, 116.3799493 39.7160104, 116.3801594 39.7165286, 116.3804339 39.7169102, 116.3807895 39.7172021, 116.3812029 39.7174707, 116.3821785 39.7180026, 116.3831742 39.7185579)",51.666666666666664,40.80069920025799,edge_000069,6015615181,320536240,0,"[638258138, 741854719]",node_000063,node_005744,yes,,,
6015615181,6015613043,0,"[638258140, 741854718]",motorway_link,,,,True,,False,769.1040641752273,"LINESTRING (116.3793871 39.7144647, 116.3795718 39.7153358, 116.3796445 39.716062, 116.3796193 39.7166527, 116.3795305 39.7171402, 116.3793258 39.7178474, 116.3793248 39.7180792, 116.3793733 39.7182761, 116.37954 39.7184753, 116.3797605 39.718602, 116.3799637 39.7186503, 116.3802317 39.718638, 116.3804637 39.718567, 116.3806998 39.7183689, 116.380776 39.7182223, 116.3808018 39.7180763, 116.3807573 39.7179225, 116.3806307 39.7177118, 116.3804104 39.7175036, 116.3795902 39.7169753)",51.666666666666664,53.5891864070481,edge_000070,6015615181,6015613043,0,"[638258140, 741854718]",node_000063,node_005180,yes,,,
8269054160,322737197,0,1102638512,trunk,3,,京塘路,True,G103,False,95.65858164390696,"LINESTRING (116.7030752 39.8650375, 116.7020547 39.865318, 116.70202 39.8653275)",72.99638989169675,4.717642809856777,edge_000071,8269054160,322737197,0,1102638512,node_000064,node_001718,,,,
12553961695,12553935009,0,"[1356411747, 1356411748, 817111077]",trunk,,80,通武线,True,G230,False,1696.2708126046264,"LINESTRING (116.5844124 39.7125503, 116.5873266 39.7130863, 116.5930007 39.7140577, 116.6024293 39.7157772, 116.6034014 39.7159426, 116.6035329 39.715965, 116.6037298 39.7159984)",80.0,76.33218656720818,edge_000072,12553961695,12553935009,0,"[1356411747, 1356411748, 817111077]",node_000065,node_002114,yes,,,
12553961696,12553961700,0,1356411721,trunk,,80,通武线,True,G230,False,1111.0590032799505,"LINESTRING (116.584411 39.7127232, 116.5791135 39.711774, 116.5745719 39.7109598, 116.5717594 39.7104609)",80.0,49.997655147597776,edge_000073,12553961696,12553961700,0,1356411721,node_000066,node_000077,,,,
12472910049,1637646626,0,"[165762559, 1354392223]",trunk,4,,西三环,True,,False,171.76580064864598,"LINESTRING (116.3041426 39.8942157, 116.3041462 39.8938498, 116.3041676 39.8926711)",72.99638989169675,8.471061147716606,edge_000074,12472910049,1637646626,0,"[165762559, 1354392223]",node_000067,node_000104,,yes,,
380731617,288193610,0,165628817,trunk,4,,北四环西路,True,,False,204.26825151969896,"LINESTRING (116.2980849 39.9839167, 116.2956889 39.9838517)",72.99638989169675,10.074001009665865,edge_000075,380731617,288193610,0,165628817,node_000068,node_005571,,,,
380731617,604939234,0,"[114108330, 165628772, 165628775]",trunk_link,,,,True,,False,569.5560704210365,"LINESTRING (116.2980849 39.9839167, 116.2971067 39.9839963, 116.2963179 39.9840076, 116.295658 39.9840192, 116.2952472 39.9840715, 116.2949483 39.9841707, 116.2946448 39.9843342, 116.294418 39.9845401, 116.294193 39.9849076, 116.2940907 39.9851888, 116.2940008 39.9856104, 116.2938582 39.9866152)",48.75,42.05952520032269,edge_000076,380731617,604939234,0,"[114108330, 165628772, 165628775]",node_000068,node_003119,yes,,,
11510333666,3418081786,0,"[334736688, 334736687, 334736671]",trunk,,,京良快速路,True,,False,1016.6957007170927,"LINESTRING (116.1801177 39.7639536, 116.1791443 39.7643094, 116.1781171 39.7647267, 116.1770564 39.7651263, 116.1753816 39.7657601, 116.173684 39.7664159, 116.1707468 39.7675581, 116.1694808 39.7680453)",72.99638989169675,50.1408977623682,edge_000077,11510333666,3418081786,0,"[334736688, 334736687, 334736671]",node_000070,node_000765,yes,,,
1226801381,2485089859,0,106648473,motorway,3,,京平高速,True,,False,3750.947024824483,"LINESTRING (116.5188507 40.0409773, 116.5178098 40.0411187, 116.5166974 40.0413096, 116.5156156 40.0415482, 116.5143575 40.0419509, 116.5135047 40.0423198, 116.5126745 40.0427473, 116.5118233 40.0432711, 116.5109873 40.0438782, 116.5099743 40.0448335, 116.5093055 40.0456565, 116.5089056 40.0462786, 116.5085442 40.0469165, 116.5064002 40.0513772, 116.5060097 40.0520027, 116.5056175 40.0526169, 116.5049005 40.0534521, 116.5043509 40.0540016, 116.5037427 40.0545018, 116.502908 40.0550849, 116.5020041 40.0556225, 116.5012759 40.0559745, 116.5006184 40.0562373, 116.499965 40.0564743, 116.4992596 40.0566819, 116.4983074 40.0569049, 116.4972224 40.0570825, 116.4963641 40.0571798, 116.4954998 40.0572159, 116.49308 40.0572595, 116.4853368 40.0573422)",103.4102564102564,130.58094775238223,edge_000078,1226801381,2485089859,0,106648473,node_000071,node_004882,yes,,,
1637646565,296816892,0,1308597358,motorway,3,,北京-港澳高速公路,True,G4,False,466.1061164289646,"LINESTRING (116.2832867 39.8774021, 116.2793223 39.8766425, 116.2780052 39.8763367)",103.4102564102564,16.22645642118191,edge_000079,1637646565,296816892,0,1308597358,node_000072,node_001385,,,,
1637646566,1637646567,0,150899338,motorway_link,,,,True,,False,61.39478399883312,"LINESTRING (116.2847054 39.8775612, 116.2854248 39.8775691)",51.666666666666664,4.277830110886437,edge_000080,1637646566,1637646567,0,150899338,node_000073,node_000074,,,,
1637646566,1637646592,0,"[150899321, 150899362, 1156938477]",motorway,3,,"['北京-港澳高速公路', '小井桥']",True,G4,False,1070.2975291229002,"LINESTRING (116.2847054 39.8775612, 116.2877012 39.8781112, 116.2903586 39.878634, 116.2931502 39.8791625, 116.2942818 39.8793843, 116.295519 39.8796913, 116.2967994 39.8800773)",103.4102564102564,37.26004787722668,edge_000081,1637646566,1637646592,0,"[150899321, 150899362, 1156938477]",node_000073,node_000088,yes,,,
1637646568,1637646565,0,150899334,motorway_link,,,,True,,False,66.86454604161025,"LINESTRING (116.2839846 39.8776755, 116.2832867 39.8774021)",51.666666666666664,4.658949014512198,edge_000082,1637646568,1637646565,0,150899334,node_000075,node_000072,,,,
2047656163,2047656164,0,194243671,trunk_link,1,,,True,,False,100.16815795262833,"LINESTRING (116.2812014 39.9752746, 116.281837 39.9760324)",48.75,7.3970332026556305,edge_000083,2047656163,2047656164,0,194243671,node_000076,node_003809,yes,,,
12553961700,12553988904,0,1356411721,trunk,,80,通武线,True,G230,False,367.3546108033876,"LINESTRING (116.5717594 39.7104609, 116.5704576 39.7102499, 116.5691426 39.7100522, 116.5683418 39.7099738, 116.5675293 39.7099081)",80.0,16.530957486152438,edge_000084,12553961700,12553988904,0,1356411721,node_000077,node_003866,,,,
2047656165,1293134750,0,194243670,trunk_link,,,,True,,False,88.55125381927698,"LINESTRING (116.2816547 39.9761472, 116.2808665 39.9756282)",48.75,6.5391695128081455,edge_000085,2047656165,1293134750,0,194243670,node_000078,node_003926,yes,,,
2047656165,279857177,0,"[154526740, 32594383]",trunk,4,,北四环西路,True,,False,1044.0786215156331,"LINESTRING (116.2816547 39.9761472, 116.280931 39.9754976, 116.2794416 39.9742931, 116.2779398 39.9733478, 116.2775109 39.9731053, 116.2761795 39.9724388, 116.2719923 39.9704799)",72.99638989169675,51.4913551619876,edge_000086,2047656165,279857177,0,"[154526740, 32594383]",node_000078,node_000617,yes,,,
6341247206,1226512193,0,1239812193,trunk,2,,广安路,False,G107,False,59.60783649433655,"LINESTRING (116.2897335 39.8775425, 116.2901314 39.8776433, 116.2903971 39.8777099)",72.99638989169675,2.939709918504076,edge_000087,6341247206,1226512193,0,1239812193,node_000079,node_001961,,,,
6341247206,11289065771,0,1239812193,trunk,2,,广安路,False,G107,True,60.84269493257065,"LINESTRING (116.2897335 39.8775425, 116.2893396 39.8774521, 116.2890504 39.8773857)",72.99638989169675,3.0006100586923568,edge_000088,6341247206,11289065771,0,1239812193,node_000079,node_005264,,,,
1226801395,264602169,0,"[240893959, 240893960, 297193352, 240893964, 297193360]",motorway,4,,"['楼台桥', '北京-平谷高速公路']",True,S32,False,1897.6736046324963,"LINESTRING (116.5763358 40.0332989, 116.5775337 40.033462, 116.5802773 40.0339229, 116.5817154 40.0341591, 116.5836125 40.0344261, 116.5847947 40.0345893, 116.5851906 40.0346221, 116.5859732 40.0346669, 116.5866827 40.0346871, 116.5876889 40.034648, 116.5881309 40.0346031, 116.5888226 40.0345084, 116.5894379 40.0344075, 116.5901072 40.0342737, 116.591123 40.0339778, 116.5921069 40.0336158, 116.5929343 40.0332465, 116.5943472 40.032512, 116.5971322 40.0309544)",103.4102564102564,66.06332112333313,edge_000089,1226801395,264602169,0,"[240893959, 240893960, 297193352, 240893964, 297193360]",node_000080,node_000203,yes,,,
605323509,605345491,0,47577136,motorway_link,,,,True,,False,71.86622071137792,"LINESTRING (116.3390008 39.8100412, 116.3388799 39.8094016)",51.666666666666664,5.007452797954075,edge_000090,605323509,605345491,0,47577136,node_000081,node_001916,,,,
605323509,605323528,0,1246025516,motorway,3,,京开高速,True,G106,False,514.3017868200754,"LINESTRING (116.3390008 39.8100412, 116.339132 39.8078521, 116.3391805 39.8063706, 116.3392726 39.8054214)",103.4102564102564,17.90428238768624,edge_000091,605323509,605323528,0,1246025516,node_000081,node_000091,,,,
1226801397,12905951147,0,106648478,motorway,3,,京平高速,True,,False,212.02372956789353,"LINESTRING (116.5341652 40.0388464, 116.5357833 40.0387616, 116.5366511 40.0387323)",103.4102564102564,7.381138515083625,edge_000092,1226801397,12905951147,0,106648478,node_000082,node_004274,yes,,,
244252919,64499347,0,"[723613104, 29276907, 51768308]","['trunk', 'secondary']",,,"['西直门外大街', '西直门内大街']",True,,False,284.86492982440313,"LINESTRING (116.3510133 39.9392264, 116.3504321 39.9392078, 116.3497701 39.9391938, 116.348924 39.9391666, 116.3488445 39.9391638, 116.3487577 39.9391587, 116.3486603 39.9391522, 116.3485647 39.9391457, 116.3484815 39.9391397, 116.3484173 39.9391352, 116.3483644 39.9391315, 116.3483121 39.9391283, 116.3482113 39.9391219, 116.3481167 39.9391169, 116.3480094 39.9391119, 116.347888 39.9391079, 116.3477863 39.939104, 116.3476769 39.9390981)",72.99638989169675,14.048828289856322,edge_000093,244252919,64499347,0,"[723613104, 29276907, 51768308]",node_000084,node_004197,"['yes', 'viaduct']",,,
1637646586,1637646583,0,150899336,motorway_link,,,,True,,False,61.84134119754262,"LINESTRING (116.2930986 39.8792729, 116.2923739 39.8792683)",51.666666666666664,4.30894506408684,edge_000094,1637646586,1637646583,0,150899336,node_000086,node_000083,,,,
1637646586,1637646565,0,"[1155784868, 150899363, 1097960732]",motorway,3,,"['北京-港澳高速公路', '京港澳高速公路', '小井桥']",True,G4,False,862.7251430048879,"LINESTRING (116.2930986 39.8792729, 116.2903579 39.8787468, 116.287716 39.8782401, 116.2832867 39.8774021)",103.4102564102564,30.033873066671532,edge_000095,1637646586,1637646565,0,"[1155784868, 150899363, 1097960732]",node_000086,node_000072,yes,,,
529547515,5086475903,0,1411402712,trunk,2,,广安路,False,G107,True,155.277830218061,"LINESTRING (116.2777086 39.8737864, 116.2761216 39.8731033)",72.99638989169675,7.657915543691912,edge_000096,529547515,5086475903,0,1411402712,node_000087,node_004914,,,,
529547515,9400305501,0,42416248,trunk,2,,广安路,False,G107,False,114.35803245363806,"LINESTRING (116.2777086 39.8737864, 116.2782994 39.8740275, 116.2789034 39.8742517)",72.99638989169675,5.639853113885652,edge_000097,529547515,9400305501,0,42416248,node_000087,node_000573,,,,
1637646592,1637646602,0,150899321,motorway,3,,北京-港澳高速公路,True,G4,False,362.49628392141796,"LINESTRING (116.2967994 39.8800773, 116.2980993 39.8805242, 116.2991369 39.8809306, 116.3005654 39.8815778)",103.4102564102564,12.619508619530645,edge_000098,1637646592,1637646602,0,150899321,node_000088,node_000092,,,,
1637646592,1771721965,0,165632752,motorway_link,,,,True,,False,231.75080475673118,"LINESTRING (116.2967994 39.8800773, 116.2974344 39.8801687, 116.2984239 39.880553, 116.2988569 39.8807197, 116.2992982 39.8808575)",51.666666666666664,16.147798008856107,edge_000099,1637646592,1771721965,0,165632752,node_000088,node_001771,,,,
9123496197,9123496220,0,555205145,trunk,2,,京深路,True,G107,False,193.70337389320318,"LINESTRING (116.2050921 39.6851846, 116.204683 39.6845329, 116.2040753 39.6836284)",72.99638989169675,9.552967578946697,edge_000100,9123496197,9123496220,0,555205145,node_000089,node_000100,,,,
1637646599,1637646602,0,150899344,motorway_link,,,,True,G107,False,59.76127768213823,"LINESTRING (116.3000421 39.8812206, 116.3005654 39.8815778)",51.666666666666664,4.164011606239309,edge_000101,1637646599,1637646602,0,150899344,node_000090,node_000092,,,,
605323528,605345435,0,119555324,motorway_link,,,,True,,False,76.58543175870366,"LINESTRING (116.3392726 39.8054214, 116.3391351 39.8047408)",51.666666666666664,5.336275245122578,edge_000102,605323528,605345435,0,119555324,node_000091,node_001902,,,,
605323528,321617933,0,167454088,motorway,3,,京开高速,True,G106,False,507.9330941030352,"LINESTRING (116.3392726 39.8054214, 116.3393962 39.8044429, 116.3395536 39.8035051, 116.340028 39.8008911)",103.4102564102564,17.682570397239314,edge_000103,605323528,321617933,0,167454088,node_000091,node_000009,,,,
1637646602,6143842962,0,"[165632731, 1066477743]",motorway,3,,京港澳高速公路,True,G4;G107,False,262.90363960764296,"LINESTRING (116.3005654 39.8815778, 116.3024836 39.8824774, 116.3032018 39.8828013)",103.4102564102564,9.152410364719335,edge_000104,1637646602,6143842962,0,"[165632731, 1066477743]",node_000092,node_002281,yes,,,
9123496204,2125929634,0,969653760,trunk,2,,京深路,True,G107,False,77.42846503359527,"LINESTRING (116.2048225 39.6845572, 116.2052238 39.6851813)",72.99638989169675,3.818578898689476,edge_000105,9123496204,2125929634,0,969653760,node_000093,node_002440,,,,
9123496212,9123496204,0,969653760,trunk,2,,京深路,True,G107,False,138.99173711829027,"LINESTRING (116.2040881 39.6834426, 116.2041441 39.6835433, 116.2047831 39.6844944, 116.2048225 39.6845572)",72.99638989169675,6.854726026427254,edge_000106,9123496212,9123496204,0,969653760,node_000094,node_000093,,,,
1637646613,6143844440,0,"[1071049937, 1066477742]","['motorway', 'trunk']",3,,"['广安路', '京港澳高速公路']",True,"['G4', 'G107']",False,40.39634451449459,"LINESTRING (116.3046188 39.8836003, 116.3044741 39.8835332, 116.3042129 39.8834133)",103.4102564102564,1.406309637945708,edge_000107,1637646613,6143844440,0,"[1071049937, 1066477742]",node_000095,node_002741,yes,,,
266109208,8809675571,0,173319136,trunk,,,建国门内大街,True,,False,60.93924388877375,"LINESTRING (116.4189377 39.9070814, 116.4182233 39.9070754)",72.99638989169675,3.005371612556142,edge_000108,266109208,8809675571,0,173319136,node_000096,node_005450,,,,
1637646617,604782965,0,150899364,trunk,,,西三环,True,,False,82.5714207479384,"LINESTRING (116.3041792 39.8862274, 116.3041578 39.885485)",72.99638989169675,4.072216655284084,edge_000109,1637646617,604782965,0,150899364,node_000097,node_000121,,,,
289276184,279855139,0,26404015,trunk_link,,,,True,,False,51.894186926650576,"LINESTRING (116.2704808 39.9681676, 116.2702428 39.9683278, 116.2699917 39.9684423)",48.75,3.832186111506504,edge_000110,289276184,279855139,0,26404015,node_000098,node_000019,,,no,
9123496220,9125563030,0,555205145,trunk,2,,京深路,True,G107,False,200.42313878099088,"LINESTRING (116.2040753 39.6836284, 116.2040428 39.6835801, 116.203895 39.6833332, 116.2035201 39.68264, 116.2032533 39.6819443)",72.99638989169675,9.884369633650055,edge_000111,9123496220,9125563030,0,555205145,node_000100,node_000838,,,,
9123496223,9123496197,0,555205145,trunk,2,,京深路,True,G107,False,187.90875705172976,"LINESTRING (116.2057625 39.6867901, 116.2056959 39.6865431, 116.2056193 39.6863299, 116.205496 39.6859863, 116.2053465 39.685686, 116.2051143 39.6852199, 116.2050921 39.6851846)",72.99638989169675,9.26719151988056,edge_000112,9123496223,9123496197,0,555205145,node_000101,node_000089,,,,
1637646624,1637646617,0,150899348,trunk_link,,,,True,,False,66.46601727940669,"LINESTRING (116.3039972 39.8868086, 116.3041792 39.8862274)",48.75,4.908259737556185,edge_000113,1637646624,1637646617,0,150899348,node_000102,node_000097,,,,
1637646626,1637646625,0,150899335,trunk_link,,,,True,,False,162.5944342154747,"LINESTRING (116.3041676 39.8926711, 116.3040882 39.8924199, 116.3040812 39.8920089, 116.3040243 39.8916707, 116.3040173 39.891494, 116.3039893 39.8912199)",48.75,12.006973603604285,edge_000114,1637646626,1637646625,0,150899335,node_000104,node_000103,,,,
1637646626,1637646617,0,"[205057835, 1145602709]",trunk,3,,西三环,True,,False,716.5174782667807,"LINESTRING (116.3041676 39.8926711, 116.3041636 39.890203, 116.3041589 39.88917, 116.3041679 39.8887686, 116.3041677 39.8883317, 116.3041702 39.8876137, 116.3041792 39.8862274)",72.99638989169675,35.33685604983352,edge_000115,1637646626,1637646617,0,"[205057835, 1145602709]",node_000104,node_000097,,,,
1211859237,1211859258,0,"[105149560, 105149565, 105149551]",motorway_link,,,,True,,False,1366.073816738847,"LINESTRING (116.592271 40.051734, 116.5921848 40.0517184, 116.5920985 40.0517058, 116.5919091 40.0516925, 116.5914707 40.0516695, 116.5913796 40.0516732, 116.5912934 40.0516845, 116.5912115 40.0517027, 116.5911395 40.0517246, 116.5910441 40.0517576, 116.5909636 40.0517982, 116.5908854 40.0518429, 116.5908024 40.0518989, 116.590691 40.0519856, 116.5905895 40.0520799, 116.5902138 40.0524509, 116.589885 40.0527792, 116.5897108 40.0529368, 116.5895366 40.0530716, 116.5894323 40.0531537, 116.5893231 40.0532282, 116.5891792 40.0533139, 116.5890254 40.0533958, 116.5888813 40.0534631, 116.5887372 40.0535267, 116.5885638 40.0535899, 116.5883954 40.0536493, 116.5881889 40.0537194, 116.587975 40.0537838, 116.5876866 40.053861, 116.5873857 40.0539514, 116.5871843 40.0540181, 116.5870028 40.0540847, 116.5868098 40.0541615, 116.5866318 40.0542458, 116.5864785 40.054322, 116.5863551 40.0543944, 116.5862133 40.0544821, 116.5860765 40.0545774, 116.5859502 40.0546691, 116.5858263 40.0547646, 116.5856517 40.0549176, 116.5854919 40.0550744, 116.5853296 40.0552407, 116.5851723 40.055407, 116.5848505 40.0557772, 116.5847479 40.0559038, 116.5846601 40.0560227, 116.5845703 40.0561691, 116.5845151 40.0562814, 116.5844762 40.0563675, 116.5844522 40.0564441, 116.5844257 40.0565303, 116.584414 40.0565936, 116.5841345 40.057939, 116.5836426 40.0601453, 116.583602 40.0602715, 116.5835656 40.0603819, 116.5834844 40.0606091)",51.666666666666664,95.18449819857771,edge_000116,1211859237,1211859258,0,"[105149560, 105149565, 105149551]",node_000105,node_000111,yes,,,
