road_edge_id,original_u,original_v,original_key,original_osmid,road_node_u,road_node_v
edge_001574,10044920011,10044920013,0,666585485,node_001360,node_001362
edge_001575,1230360780,1230360542,0,107011087,node_001361,node_001222
edge_001576,1230360780,35859802,0,"[152637104, 165638395, 165638398]",node_001361,node_004098
edge_001577,10044920013,1346474078,0,666585485,node_001362,node_001284
edge_001578,10044920014,9944325801,0,1239037773,node_001363,node_002608
edge_001579,10044920012,10044920014,0,154855573,node_001364,node_001363
edge_001580,1346457805,1346457734,0,"[849487528, 119980747, 369162477, 849487527]",node_001365,node_001314
edge_001581,1346474195,1346474138,0,121649187,node_001366,node_001329
edge_001582,35868883,294118747,0,150522807,node_001367,node_003319
edge_001583,35868883,1362305663,0,"[26812130, 150608622, 26812127]",node_001367,node_002963
edge_001584,13429002457,13429002461,0,"[1463963483, 1463963484, 1463963485, 1463963486]",node_001369,node_001371
edge_001585,13429002461,7279265831,0,"[1372599292, 47573566]",node_001371,node_000619
edge_001586,1346474207,1346474212,0,155236080,node_001373,node_001377
edge_001587,1346474208,1346474088,0,121651216,node_001374,node_001290
edge_001588,1346474208,1346474131,0,"[165628667, 119983708, 121649190]",node_001374,node_001323
edge_001589,13429002463,13429002457,0,1463963487,node_001375,node_001369
edge_001590,1346474211,1346474195,0,"[165628681, 119983731]",node_001376,node_001366
edge_001591,1346474211,1346474208,0,1303600345,node_001376,node_001374
edge_001592,1346474212,35866357,0,"[165628833, 1303603154, 5168995]",node_001377,node_000546
edge_001593,35868901,1745111624,0,"[200978008, 143599466, 121781859, 183832895]",node_001378,node_000810
edge_001594,13429002477,13429002478,0,1463963491,node_001380,node_001381
edge_001595,13429002478,13428960300,0,1463963491,node_001381,node_003987
edge_001596,1939935476,605287522,0,"[183789604, 102413685, 183789590]",node_001382,node_004714
edge_001597,1939935477,1939935551,0,183789582,node_001383,node_001423
edge_001598,1939935477,1939935609,0,"[183587120, 334488846]",node_001383,node_001450
edge_001599,13429002484,13429002477,0,"[1463963488, 1463963491]",node_001384,node_001380
edge_001600,13429002484,13429002494,0,"[1463963493, 1463963495]",node_001384,node_001386
edge_001601,296816892,343318771,0,"[30878220, 27054406]",node_001385,node_002801
edge_001602,296816892,296817032,0,"[183455674, 27054413, 183455670]",node_001385,node_001455
edge_001603,13429002496,13429002498,0,1197588969,node_001387,node_001389
edge_001604,13429002497,13429002498,0,1463963494,node_001388,node_001389
edge_001605,13429002498,323080857,0,1197588969,node_001389,node_001587
edge_001606,1995886852,2601127172,0,254324254,node_001390,node_001017
edge_001607,1957892359,4580033524,0,172830893,node_001391,node_000317
edge_001608,1849512200,606926942,0,"[174267955, 1099064430]",node_001392,node_005169
edge_001609,1995886857,2601127173,0,254324254,node_001393,node_001018
edge_001610,1995886857,2601127185,0,478243141,node_001393,node_001024
edge_001611,9097875724,388003720,0,33869093,node_001394,node_005057
edge_001612,9097875724,1807875269,0,983908274,node_001394,node_005590
edge_001613,8708083980,7631906894,0,"[1098805610, 1098805604]",node_001395,node_003602
edge_001614,1661735183,2463021918,0,238468298,node_001396,node_005466
edge_001615,13429002511,13131314881,0,"[1372599293, 1380317326]",node_001397,node_004947
edge_001616,13429002517,13429002461,0,1372599292,node_001399,node_001371
edge_001617,13429002517,13429002529,0,"[1463963498, 1463963499]",node_001399,node_001407
edge_001618,8708083989,8708083980,0,940241023,node_001400,node_001395
edge_001619,1995886870,2619404781,0,254324237,node_001401,node_004451
edge_001620,1995886870,11517182092,0,254324237,node_001401,node_000051
edge_001621,384143640,9719872381,0,"[33613620, 33613621]",node_001402,node_005474
edge_001622,12791468314,4350172745,0,"[606769466, 606769468]",node_001403,node_002553
edge_001623,1359089951,35870774,0,"[26403784, 1297600164]",node_001405,node_002047
edge_001624,9317077279,9721834301,0,814609391,node_001406,node_003880
edge_001625,9317077279,9721834301,1,1058034513,node_001406,node_003880
edge_001626,12791468324,11708176129,0,606769470,node_001408,node_001939
edge_001627,12791468325,4615646519,0,"[466839082, 606769466]",node_001409,node_004088
edge_001628,9461092647,9461092657,0,51383320,node_001410,node_001416
edge_001629,9461092647,656046341,0,1026165586,node_001410,node_005249
edge_001630,12791468328,4615646525,0,606769464,node_001411,node_004092
edge_001631,1995886888,2619404781,0,254324237,node_001412,node_004451
edge_001632,1995886888,12553929140,0,1356411717,node_001412,node_000136
edge_001633,9317077289,9317077279,0,814609391,node_001413,node_001406
edge_001634,9317077289,9317077298,0,1009802617,node_001413,node_001417
edge_001635,323080496,727306569,0,1000800046,node_001415,node_001428
edge_001636,9461092657,635573461,0,"[239165731, 1056145852, 29222996]",node_001416,node_001767
edge_001637,9317077298,7609344109,0,"[814609393, 814609391]",node_001417,node_002753
edge_001638,323080498,12071738218,0,"[1293026015, 1255594215]",node_001418,node_002340
edge_001639,1231769913,1634899800,0,150589175,node_001421,node_001968
edge_001640,1939935551,1939935668,0,183789582,node_001423,node_001473
edge_001641,1939935551,1939935598,0,"[183587152, 334488842, 183587168, 183587172]",node_001423,node_001441
edge_001642,2462912834,1230312328,0,1362527644,node_001424,node_001675
edge_001643,4696281410,12754224118,0,"[1376189721, 1256421542]",node_001425,node_000318
edge_001644,727306569,12739342353,0,1377149265,node_001428,node_004308
edge_001645,1939935563,1939935668,0,"[334488843, 183587118]",node_001429,node_001473
edge_001646,355782991,13429002463,0,1463963487,node_001430,node_001375
edge_001647,1939935568,1939935476,0,"[183587115, 334488847]",node_001431,node_001382
edge_001648,322736468,12778899705,0,"[29337252, 240302822, 29337297, 29337298, 127031033]",node_001432,node_000675
edge_001649,1230360916,1230360615,0,152643569,node_001433,node_001248
edge_001650,1230360916,343318319,0,152643569,node_001433,node_002650
edge_001651,981930328,5888260839,0,1091808646,node_001434,node_005430
edge_001652,1995886937,11535878013,0,478243141,node_001435,node_000581
edge_001653,1995886937,2207731645,0,478243141,node_001435,node_001214
edge_001654,981930336,321938435,0,164599616,node_001436,node_003146
edge_001655,1201557858,384143640,0,173223526,node_001437,node_001402
edge_001656,1201557858,12670142937,0,1066602704,node_001437,node_000759
edge_001657,1995886949,11517182409,0,478243141,node_001438,node_000147
edge_001658,1995886949,2207731645,0,478243141,node_001438,node_001214
edge_001659,1995886951,11529870669,0,478243141,node_001439,node_002470
edge_001660,1995886951,1995886953,0,478243141,node_001439,node_001440
edge_001661,1995886953,11517182409,0,478243141,node_001440,node_000147
edge_001662,1995886953,1995886951,0,478243141,node_001440,node_001439
edge_001663,1939935600,1939935476,0,102413685,node_001442,node_001382
edge_001664,3194818929,7904909668,0,"[241919803, 241919804, 514568110]",node_001443,node_002180
edge_001665,7149113713,323080849,0,1259296690,node_001444,node_001581
edge_001666,7149113713,11707630348,0,1259296691,node_001444,node_000254
edge_001667,1995886963,5963920885,0,"[1375916868, 1375916869, 188956329, 403893674, 403893673, 405585808, 413461433, 413461435, 188956318]",node_001446,node_004834
edge_001668,276320628,1226813761,0,"[34362595, 154101715]",node_001447,node_004386
edge_001669,276320628,276320714,0,"[154101722, 182981709]",node_001447,node_001492
edge_001670,1995886967,1995887129,0,"[188956330, 188956317, 188956327]",node_001448,node_001534
edge_001671,1995886967,2621877280,0,"[345313858, 345313853, 188956350]",node_001448,node_003982
edge_001672,11561046392,12791468314,0,606769466,node_001449,node_001403
edge_001673,1939935610,1939935600,0,"[183587148, 334488845]",node_001451,node_001442
edge_001674,981930368,537974518,0,243552966,node_001452,node_001931
edge_001675,1230360960,9333108830,0,1011562077,node_001453,node_004327
edge_001676,296817032,1938249217,0,1077147909,node_001455,node_001834
edge_001677,4605153673,4605153674,0,473644384,node_001456,node_001457
edge_001678,4605153673,321209089,0,"[164928209, 22801702, 164928207]",node_001456,node_000251
edge_001679,4605153674,4605153673,0,473644384,node_001457,node_001456
edge_001680,4605153674,4605153688,0,1111802434,node_001457,node_001461
edge_001681,981930390,981930355,0,"[84515027, 84515029, 121653887]",node_001460,node_001445
edge_001682,981930390,981930368,0,234438807,node_001460,node_001452
edge_001683,4605153688,9141082105,0,"[1113133978, 465563891]",node_001461,node_002032
edge_001684,1230360984,1230361481,0,107011081,node_001462,node_001677
edge_001685,1230360984,1230361016,0,"[165638401, 165638393, 1091853711]",node_001462,node_001474
edge_001686,11148661149,2611862080,0,1202595977,node_001463,node_002255
edge_001687,1835274654,1686001158,0,172642267,node_001464,node_001838
edge_001688,1835274654,35870320,0,30212567,node_001464,node_001893
edge_001689,355783072,1995887129,0,"[1087701045, 188956519]",node_001465,node_001534
edge_001690,981930402,529354157,0,84515031,node_001466,node_001072
edge_001691,1835274658,1833354320,0,172642276,node_001467,node_000329
edge_001692,10312225188,9911725951,0,1174252438,node_001468,node_004261
edge_001693,1835274662,332948276,0,172642270,node_001469,node_003027
edge_001694,1835274662,1835274671,0,1091314662,node_001469,node_001470
edge_001695,1835274671,9005878024,0,"[127464512, 127464510, 1169642999]",node_001470,node_000868
edge_001696,1835274672,1835274673,0,172642274,node_001471,node_001472
edge_001697,1835274673,9792414925,0,"[27031265, 1066398174, 298828629, 5169116, 150589502]",node_001472,node_003252
edge_001698,1939935668,1939935708,0,230638947,node_001473,node_001498
edge_001699,1230361016,605349963,0,165638399,node_001474,node_003601
edge_001700,3194819003,2497655550,0,"[242254082, 242254085, 242254089, 242254066, 313488919, 313488920]",node_001475,node_004538
edge_001701,3194819008,3194819003,0,313488884,node_001477,node_001475
edge_001702,1835274689,1835274687,0,172642268,node_001478,node_001476
edge_001703,1835274689,35869368,0,114637131,node_001478,node_001601
edge_001704,1835274690,387155378,0,"[156346945, 114637118]",node_001479,node_000461
edge_001705,3194819011,3194819008,0,313488884,node_001480,node_001477
edge_001706,10902294976,1654208492,0,152613183,node_001481,node_005110
edge_001707,1939935685,1939935708,0,"[334488841, 183587171]",node_001482,node_001498
edge_001708,1765233090,320827938,0,164930274,node_001483,node_004469
edge_001709,1835274698,1835274697,0,172642279,node_001487,node_001486
edge_001710,1835274698,1362305647,0,"[121781859, 143599491]",node_001487,node_002952
edge_001711,3194819019,13205784805,0,313488888,node_001488,node_000656
edge_001712,3194819019,3194819003,0,"[242254089, 313488923, 313488933]",node_001488,node_001475
edge_001713,3194819020,13205784953,0,313488935,node_001489,node_000728
edge_001714,1765233096,1765233097,0,164930278,node_001490,node_001491
edge_001715,1765233096,1765233099,0,"[1197005513, 681798962, 681798963]",node_001490,node_001493
edge_001716,276320714,394841025,0,"[169207737, 169207732, 148724121, 169207739, 169207741]",node_001492,node_000923
edge_001717,1765233099,528596865,0,164930267,node_001493,node_005812
edge_001718,1765233099,320828702,0,681798962,node_001493,node_004776
edge_001719,276320715,276320628,0,182981709,node_001494,node_001447
edge_001720,276320715,1226813827,0,802285878,node_001494,node_004413
edge_001721,287330770,1202992849,0,104246074,node_001495,node_004954
edge_001722,287330770,287334687,0,33680825,node_001495,node_002831
edge_001723,6778556886,9717636036,0,"[30880273, 22771829, 30880271]",node_001496,node_002358
edge_001724,6778556886,2290521532,0,722644337,node_001496,node_001813
edge_001725,1230361047,1230361320,0,107011138,node_001497,node_001617
edge_001726,1230361047,1230360516,0,165638400,node_001497,node_001217
edge_001727,1939935708,1182696794,0,"[183789601, 230638947, 102413738, 183789583, 183789585, 183789587, 183789589, 102413718, 183789592, 183789596, 183789597, 183789598, 183789599]",node_001498,node_000425
edge_001728,12064428512,12064428513,0,1302654948,node_001499,node_001500
edge_001729,12064428512,2462923263,0,1302654949,node_001499,node_005353
edge_001730,12064428514,12064428515,0,1302654953,node_001501,node_001504
edge_001731,12064428514,605857939,0,1302654954,node_001501,node_003624
edge_001732,3194819042,3194819052,0,"[313488889, 313488909, 313488885]",node_001502,node_001509
edge_001733,12064428516,529537663,0,1302654957,node_001503,node_002273
edge_001734,9755087334,1414035101,0,30042327,node_001505,node_004923
edge_001735,12064428521,12064428522,0,1302654958,node_001506,node_001507
edge_001736,12064428522,12064428523,0,42415367,node_001507,node_001508
edge_001737,12064428523,9110095614,0,42415367,node_001508,node_000551
edge_001738,12064428523,12064428524,0,1302654959,node_001508,node_001511
edge_001739,3194819052,2417303489,0,"[313488889, 313488838, 313488854]",node_001509,node_002692
edge_001740,3194819052,4551069381,0,459197594,node_001509,node_001143
edge_001741,1819087340,10675895206,0,1279381443,node_001510,node_005496
edge_001742,12064428525,12064428526,0,1302654960,node_001513,node_001514
edge_001743,12064428525,12064428522,0,42415367,node_001513,node_001507
edge_001744,276320745,1808447569,0,"[169678192, 105154042, 478003261, 478003262]",node_001515,node_005162
edge_001745,9755087338,9755087342,0,151938423,node_001516,node_001518
edge_001746,605770222,605770229,0,1396544357,node_001517,node_001522
edge_001747,9755087342,9755087334,0,"[30042323, 1139109205, 30042327]",node_001518,node_001505
edge_001748,9759445492,10734888796,0,1167682579,node_001519,node_003509
edge_001749,9759445492,10314441305,0,1174196681,node_001519,node_002933
edge_001750,13430215157,13430215158,0,1452873753,node_001520,node_001521
edge_001751,13430215157,13430215171,0,1464111436,node_001520,node_001527
edge_001752,605770229,249560912,0,47600826,node_001522,node_005801
edge_001753,605770229,720696949,0,1396544357,node_001522,node_004910
edge_001754,1819087356,12837264180,0,103255971,node_001523,node_002325
edge_001755,8751485436,534248702,0,945305346,node_001524,node_005619
edge_001756,8751485436,534112954,0,143803941,node_001524,node_003829
edge_001757,13430215168,13324274203,0,"[1452873752, 1464111435]",node_001525,node_000782
edge_001758,9150829058,9125558852,0,1141461552,node_001526,node_005366
edge_001759,13430215171,13430215157,0,1464111436,node_001527,node_001520
edge_001760,1114067460,1736610618,0,170767844,node_001528,node_001641
edge_001761,11542663685,8479333989,0,987572088,node_001529,node_002569
edge_001762,276320775,276320745,0,"[623957866, 105154042, 182984117]",node_001530,node_001515
edge_001763,276320777,276320775,0,"[105154008, 952496075, 623957869]",node_001531,node_001530
edge_001764,1995887127,1995886963,0,"[188956328, 188956329, 252847518]",node_001533,node_001446
edge_001765,1995887127,2601127301,0,"[1087701044, 188956342]",node_001533,node_001055
edge_001766,1995887129,727283236,0,"[252847521, 252847522, 1474599651, 1474599652, 1474599653, 1474599654, 47682212, 406672724, 406672726, 1124619896, 1124619897, 29235707, 188956317]",node_001534,node_004868
edge_001767,323080729,9249685505,0,1000800051,node_001535,node_000001
edge_001768,1634865700,1634865703,0,150586339,node_001536,node_001537
edge_001769,1634865703,289273799,0,"[1202595979, 121362948, 121362949]",node_001537,node_005089
edge_001770,13205705256,13205784918,0,"[1393431850, 1436794501]",node_001538,node_000709
edge_001771,36704814,36704815,0,29262756,node_001539,node_001540
edge_001772,36704815,1634403551,0,5218028,node_001540,node_000362
edge_001773,1634865716,289273800,0,"[1171801520, 26403782, 26403783]",node_001541,node_005090
edge_001774,1207046711,1207046756,0,104637496,node_001542,node_001566
edge_001775,2010501689,534115363,0,"[1276405152, 190408044]",node_001543,node_004683
edge_001776,1207063104,754515923,0,"[114393696, 104639138, 104639139]",node_001545,node_005842
edge_001777,1207063104,754515890,0,"[114393688, 160074622, 160074623]",node_001545,node_005825
edge_001778,10676277827,2047890999,0,170765084,node_001546,node_001858
edge_001779,644616773,644616793,0,"[154526723, 154526738, 50635220, 50635222, 50635224]",node_001547,node_001561
edge_001780,644616773,644617978,0,"[50635369, 50635370, 50635371]",node_001547,node_001933
edge_001781,10676277830,10676277833,0,170769759,node_001548,node_001553
edge_001782,10676277831,1317216453,0,170769763,node_001549,node_002773
edge_001783,604836424,1686049599,0,"[143599496, 200978011, 143599470]",node_001550,node_001645
edge_001784,1637880390,1637880396,0,150926354,node_001552,node_001554
edge_001785,10676277833,345589075,0,170769759,node_001553,node_000422
edge_001786,1637880396,1410728778,0,"[165762558, 150926383]",node_001554,node_000267
edge_001787,320655943,320655948,0,29151715,node_001555,node_001558
edge_001788,36704846,1303500777,0,5218029,node_001556,node_002025
edge_001789,36704846,1303500778,0,115330826,node_001556,node_002026
edge_001790,604836431,604840594,0,"[47502960, 121781875, 121781864]",node_001557,node_002978
edge_001791,604836431,1745111602,0,143599500,node_001557,node_000796
edge_001792,320655948,1406706241,0,1292976787,node_001558,node_002923
edge_001793,36704851,1833346993,0,5218029,node_001559,node_003526
edge_001794,36704851,36704890,0,115330808,node_001559,node_001571
edge_001795,644616790,1891416285,0,"[74103824, 237946897, 237946890]",node_001560,node_005233
edge_001796,644616793,644616790,0,154526738,node_001561,node_001560
edge_001797,604705371,9345336699,0,1192685226,node_001563,node_000439
edge_001798,604705371,1410728946,0,"[175230200, 1066499951, 1012962367]",node_001563,node_000315
edge_001799,610849379,1412740558,0,48044526,node_001565,node_004824
edge_001800,1207046756,1207046870,0,144789901,node_001566,node_001611
edge_001801,1939935855,1939935808,0,183587121,node_001567,node_001544
edge_001802,1939935855,695148418,0,334488816,node_001567,node_002671
edge_001803,605770352,720691674,0,47600723,node_001568,node_002880
edge_001804,605770352,249560912,0,23116006,node_001568,node_005801
edge_001805,6219485814,6219485818,0,664504046,node_001569,node_001572
edge_001806,6219485814,4605156023,0,"[664504043, 664504044, 664504047]",node_001569,node_002295
edge_001807,36704890,2480713380,0,777822761,node_001571,node_004201
edge_001808,36704890,1833346993,0,150585639,node_001571,node_003526
edge_001809,6219485818,4605156018,0,664504040,node_001572,node_002291
edge_001810,453317247,12553934963,0,317916356,node_001573,node_002087
edge_001811,453317247,12553934918,0,1356411736,node_001573,node_002058
edge_001812,604705408,276094604,0,175230203,node_001574,node_002589
edge_001813,321557122,1745111651,0,"[121781870, 29235126, 156346902]",node_001575,node_000817
edge_001814,321557122,35868901,0,"[156346938, 143599467]",node_001575,node_001378
edge_001815,36704900,2199144451,0,190414349,node_001576,node_000609
edge_001816,6219485828,5202428378,0,664504058,node_001577,node_000154
edge_001817,610849414,1412740554,0,257369097,node_001578,node_004822
edge_001818,36704903,7259089826,0,5218038,node_001579,node_003927
edge_001819,6219485834,6219485828,0,"[664504051, 664504052]",node_001580,node_001577
edge_001820,323080849,12739342352,0,1375934394,node_001581,node_004306
edge_001821,8510247017,9724229325,0,"[916243976, 916243985, 916243994, 916243975]",node_001582,node_004951
edge_001822,6219485844,8575678993,0,"[993195313, 993195317, 478250806]",node_001583,node_005359
edge_001823,6219485844,6219485850,0,"[664504053, 664504054]",node_001583,node_001588
edge_001824,1207046805,8958257589,0,87341738,node_001584,node_003731
edge_001825,1207046805,1015656849,0,146712606,node_001584,node_004418
edge_001826,323080854,11987164291,0,1293026009,node_001585,node_002422
edge_001827,323080854,323080855,0,1255570956,node_001585,node_001586
edge_001828,323080855,2639253638,0,1293026013,node_001586,node_001317
edge_001829,323080857,12742105237,0,1197588969,node_001587,node_002110
edge_001830,11470033573,9783227431,0,"[1065005478, 1068216230]",node_001591,node_004685
edge_001831,11470033573,13282287110,0,1235557886,node_001591,node_002523
edge_001832,1582944937,530659362,0,144789868,node_001592,node_005137
edge_001833,1582944937,12795904580,0,144789903,node_001592,node_000209
edge_001834,36704941,36704959,0,162586535,node_001593,node_001603
edge_001835,36704941,36704944,0,172428902,node_001593,node_001595
edge_001836,1230361263,1230361016,0,107011169,node_001594,node_001474
edge_001837,36704944,7259089831,0,777822759,node_001595,node_003930
edge_001838,36704944,36704959,0,150585652,node_001595,node_001603
edge_001839,35869360,1361129395,0,121649214,node_001596,node_004278
edge_001840,35869360,1571464649,0,"[143599496, 47502188, 47502157]",node_001596,node_003358
edge_001841,6219485876,9238002523,0,1197572653,node_001598,node_005464
edge_001842,1582944948,1582944945,0,144789875,node_001599,node_001597
edge_001843,1582944948,1292883528,0,184540388,node_001599,node_001872
edge_001844,36704952,36704900,0,"[172428909, 5218038]",node_001600,node_001576
edge_001845,35869368,604705707,0,143673804,node_001601,node_001684
edge_001846,11470033598,11470007858,0,"[1068216233, 1068216231]",node_001602,node_004166
edge_001847,36704959,1303500887,0,162586535,node_001603,node_002066
edge_001848,8863093441,9783227479,0,957864068,node_001604,node_004703
edge_001849,3182203587,9728518812,0,1058742243,node_001605,node_003816
edge_001850,3182203587,9159845219,0,1058742240,node_001605,node_003323
edge_001851,1653985991,400897303,0,128620792,node_001606,node_004774
edge_001852,8863093452,13282287110,0,1447609833,node_001607,node_002523
edge_001853,8863093452,11470033598,0,1068216231,node_001607,node_001602
edge_001854,332616397,1114067460,0,96149451,node_001608,node_001528
edge_001855,8863093457,8863093471,0,"[1065005471, 1068216233, 1068216235, 1068216241]",node_001609,node_001613
edge_001856,1653986002,268389421,0,128620792,node_001610,node_000952
edge_001857,1207046870,1207046746,0,104637465,node_001611,node_001562
edge_001858,1207046870,287961466,0,"[144789901, 26288494]",node_001611,node_004404
edge_001859,1460425435,10870022065,0,1156614600,node_001612,node_002681
edge_001860,8863093471,8863093473,0,1065005471,node_001613,node_001615
edge_001861,8863093471,9806421536,0,"[1068216244, 1068216247]",node_001613,node_002530
edge_001862,1207046880,9374900948,0,146712616,node_001614,node_003004
edge_001863,1207046880,1599719710,0,"[104637504, 104637505, 146712604]",node_001614,node_000693
edge_001864,8863093473,10573822115,0,"[1134174836, 1068216236, 1065005471]",node_001615,node_005211
edge_001865,1207046882,1207046880,0,"[104637482, 33680885, 104637518]",node_001616,node_001614
edge_001866,1207046882,1207046905,0,"[104637475, 104637468]",node_001616,node_001621
edge_001867,8863093482,8863093490,0,"[1065005472, 1068216237]",node_001618,node_001619
edge_001868,8863093490,8863093493,0,1065005472,node_001619,node_001620
edge_001869,8863093490,9806421536,0,"[1068216242, 1068216246]",node_001619,node_002530
edge_001870,8863093493,9806403183,0,"[1065005472, 1068216234, 1068216232, 1068216240]",node_001620,node_001892
edge_001871,321557243,1362305679,0,"[29235120, 182057162, 29235158]",node_001622,node_002976
edge_001872,321557243,1362305658,0,"[47504770, 201288045]",node_001622,node_002958
edge_001873,1460425480,5319838748,0,132752186,node_001624,node_000949
edge_001874,1460425480,320907836,0,"[555195544, 1217673108, 132752182]",node_001624,node_003794
edge_001875,1056760420,8841911976,0,91003891,node_001625,node_002602
edge_001876,11496477454,11496477458,0,187844582,node_001626,node_001627
edge_001877,11496477458,253123381,0,"[187844581, 187844582]",node_001627,node_002329
edge_001878,1230361362,35859802,0,107011201,node_001629,node_004098
edge_001879,1230312215,1870737420,0,"[106996993, 106996947, 106996974]",node_001630,node_004303
edge_001880,1230312218,287335505,0,106996964,node_001631,node_003196
edge_001881,9025835819,1351023427,0,1172007289,node_001632,node_005455
edge_001882,1014911787,1014911889,0,"[87288456, 954953705]",node_001633,node_001680
edge_001883,1014911787,1014911969,0,"[87288449, 87288474, 87288459, 87288461]",node_001633,node_001705
edge_001884,1686049584,1686049585,0,156346912,node_001634,node_001635
edge_001885,1686049585,1686049587,0,"[29242028, 26812141, 156346942]",node_001635,node_001637
edge_001886,1686049586,1686049587,0,156346919,node_001636,node_001637
edge_001887,1686049587,1745111585,0,26812141,node_001637,node_000788
edge_001888,1230312244,1230312308,0,106996969,node_001638,node_001668
edge_001889,1230312244,1230312377,0,165638405,node_001638,node_001688
edge_001890,534074165,2199344739,0,"[1127943674, 1067632852, 175420502, 175420543]",node_001639,node_001886
edge_001891,322523960,35857547,0,164930269,node_001640,node_003215
edge_001892,1736610618,1736610619,0,161701294,node_001641,node_001643
edge_001893,1736610618,1736505380,0,"[1367914395, 170767844]",node_001641,node_005140
edge_001894,1230312251,12064428516,0,1066681100,node_001642,node_001503
edge_001895,1686049598,1686049600,0,156346913,node_001644,node_001646
edge_001896,1686049599,35869360,0,143599496,node_001645,node_001596
edge_001897,1686049600,1745111598,0,"[143599473, 143599500, 1125224533]",node_001646,node_000794
edge_001898,1686049601,1686049599,0,156346910,node_001647,node_001645
edge_001899,1405965118,1405965125,0,126906235,node_001648,node_001649
edge_001900,1405965125,321208920,0,"[1066854244, 1292598919]",node_001649,node_000223
edge_001901,8105562950,317995036,0,"[1113130069, 104129583]",node_001650,node_005135
edge_001902,1405965126,245150078,0,126906234,node_001651,node_004408
edge_001903,1405965126,1303500724,0,"[1055034659, 30041628, 30041629, 707723351]",node_001651,node_002006
edge_001904,8105562958,10184033969,0,"[1113130067, 150550324, 104129565]",node_001653,node_000525
edge_001905,8105562958,8105562950,0,869963292,node_001653,node_001650
edge_001906,1230312272,1230312268,0,106996971,node_001654,node_001652
edge_001907,1230312272,3483342500,0,"[106996968, 106996997, 106996981]",node_001654,node_001906
edge_001908,1014911825,1014911969,0,87288447,node_001655,node_001705
edge_001909,1014911825,1014911880,0,"[87288472, 954953706]",node_001655,node_001676
edge_001910,1230312279,332473654,0,106996962,node_001656,node_003304
edge_001911,1600000857,1600000863,0,146741490,node_001658,node_001660
edge_001912,1230361432,1230360984,0,"[165638401, 29222451, 165638397]",node_001659,node_001462
edge_001913,1600000863,1292883525,0,"[128009724, 146741501]",node_001660,node_001871
edge_001914,605279076,727309750,0,47574777,node_001661,node_002503
edge_001915,605279076,605279317,0,"[318323104, 403874395, 403874396]",node_001661,node_001725
edge_001916,77304678,331213218,0,127024920,node_001662,node_003720
edge_001917,77304678,1406768062,0,"[150550353, 127024923, 943438853]",node_001662,node_001690
edge_001918,2639385447,355887502,0,1256419463,node_001663,node_003710
edge_001919,11368272750,11368272751,0,152643559,node_001664,node_001665
edge_001920,11368272750,1230360615,0,152643569,node_001664,node_001248
edge_001921,11368272751,11368272750,0,165630771,node_001665,node_001664
edge_001922,11368272751,5086475903,0,1411402712,node_001665,node_004914
edge_001923,1230312305,1230312279,0,106996962,node_001666,node_001656
edge_001924,2109313908,2109313916,0,"[29276912, 47503868, 1091808629]",node_001667,node_001670
edge_001925,2109313916,978266265,0,623470062,node_001670,node_003627
edge_001926,2109313916,981019234,0,29276912,node_001670,node_003804
edge_001927,1816089468,1226548268,0,106620116,node_001672,node_003167
edge_001928,726635391,495159120,0,1124670033,node_001673,node_000569
edge_001929,1230312328,1230312211,0,106996976,node_001675,node_001628
edge_001930,1230312328,287335505,0,"[106996984, 1268295876, 106996989]",node_001675,node_003196
edge_001931,1014911880,1014896884,0,"[87287332, 87287430, 87287462, 87288458, 87288462, 87288465, 87287284, 87288472, 87288441, 87287322, 87288476, 87287358]",node_001676,node_002151
edge_001932,605311884,1992227247,0,152643561,node_001679,node_005332
edge_001933,605311884,534251754,0,165753455,node_001679,node_000661
edge_001934,1014911889,1080698584,0,"[331687328, 331687329, 331687331, 331687334, 954953705, 331687337, 331687339, 748952236, 954953708, 748952238, 331687342, 331687340, 331687343, 87288469, 331687322, 331687323, 331687326]",node_001680,node_003468
edge_001935,6321083300,6944786148,0,"[741854712, 638252177]",node_001682,node_000538
edge_001936,6321083300,6015615181,0,638258136,node_001682,node_000063
edge_001937,4137571236,13271779782,0,1393431849,node_001683,node_000753
edge_001938,4137571236,13271787117,0,1446453716,node_001683,node_003429
edge_001939,604705707,1410728945,0,127468281,node_001684,node_000314
edge_001940,604705707,12472910049,0,"[143617317, 162652111, 159796665, 127468286, 127468287]",node_001684,node_000067
edge_001941,605311917,343318319,0,1281343172,node_001685,node_002650
edge_001942,605311917,1327769866,0,1281221127,node_001685,node_003656
edge_001943,1406768055,77304678,0,150550353,node_001687,node_001662
edge_001944,1230312377,3483342498,0,165638405,node_001688,node_001904
edge_001945,1406768061,1406768062,0,127024921,node_001689,node_001690
edge_001946,1406768062,320643342,0,943438853,node_001690,node_002813
edge_001947,1230312383,1230312251,0,1268297816,node_001691,node_001642
edge_001948,1230312390,1870737432,0,106996949,node_001692,node_004313
edge_001949,1273189321,1273189322,0,1156210144,node_001693,node_001694
edge_001950,1273189322,606972610,0,1157371128,node_001694,node_003833
edge_001951,1230361552,1230361209,0,107011123,node_001695,node_001570
edge_001952,1230361552,9333108830,0,"[5168984, 996878596]",node_001695,node_004327
edge_001953,1736446931,1736446930,0,161680503,node_001697,node_001696
edge_001954,1230312403,1230312215,0,106996972,node_001698,node_001630
edge_001955,1230312407,1230312377,0,106996995,node_001699,node_001688
edge_001956,345592793,345592795,0,104131028,node_001700,node_001703
