road_edge_id,original_u,original_v,original_key,original_osmid,road_node_u,road_node_v
edge_003984,12387919528,13051877751,0,"[1420376025, 1420376026]",node_003448,node_002188
edge_003985,13271787175,269427300,0,25686068,node_003450,node_002941
edge_003986,13271787176,13271787184,0,1446453717,node_003451,node_003453
edge_003987,644621999,1891325718,0,"[29179848, 178770926, 29179846, 178770959]",node_003452,node_001944
edge_003988,644621999,1891325648,0,"[178770931, 178770932, 178770927]",node_003452,node_001915
edge_003989,13271787184,13271779782,0,1446453717,node_003453,node_000753
edge_003990,534554292,534554137,0,42747046,node_003454,node_003395
edge_003991,534554292,534554121,0,"[42746994, 47867740, 42747010]",node_003454,node_003387
edge_003992,13271787189,13271787212,0,1446453718,node_003455,node_003460
edge_003993,1412818625,1359329005,0,127702580,node_003456,node_004972
edge_003994,1412818625,1528122753,0,"[26812165, 139378012, 1378910581, 1245831396]",node_003456,node_001052
edge_003995,1412818627,1802779253,0,26812157,node_003457,node_005381
edge_003996,209315526,1192323546,0,103255998,node_003458,node_003760
edge_003997,1408034506,11818148168,0,1272696340,node_003459,node_002837
edge_003998,1408034506,2207734243,0,42749476,node_003459,node_002224
edge_003999,13271787212,13271787220,0,1446453718,node_003460,node_003465
edge_004000,1408034509,1408034463,0,31757284,node_003461,node_003445
edge_004001,1408034510,1408034506,0,127156357,node_003462,node_003459
edge_004002,4725401295,10312453349,0,"[167452257, 47867809, 1127948027, 1127948028]",node_003463,node_001004
edge_004003,13271787220,13770828767,0,"[1393431850, 1505104698]",node_003465,node_003958
edge_004004,6787016408,6787016404,0,723631645,node_003466,node_003464
edge_004005,6787016408,1762167118,0,"[29276921, 29276981, 1091808631]",node_003466,node_000707
edge_004006,321267417,608739312,0,47867808,node_003467,node_002709
edge_004007,321267417,608739464,0,1144236772,node_003467,node_002761
edge_004008,1080698584,1080698711,0,93228981,node_003468,node_003507
edge_004009,1080698584,1080698647,0,331687343,node_003468,node_003483
edge_004010,296953562,1346474085,0,"[165628834, 121651217, 1077130602]",node_003469,node_001292
edge_004011,322004705,9939693114,0,31788581,node_003470,node_004169
edge_004012,605005542,36380695,0,"[47512531, 205500116, 158054707, 205500118, 158054711, 158054613, 158054615, 47512539]",node_003471,node_002722
edge_004013,13271787245,13271787251,0,1196125800,node_003472,node_003473
edge_004014,13271787251,10725927865,0,"[1196125800, 1196125798]",node_003473,node_003945
edge_004015,13271787251,10725927865,1,1446453722,node_003473,node_003945
edge_004016,13271787265,11099919384,0,"[1196125801, 1196125799]",node_003474,node_001715
edge_004017,13271787265,13271787271,0,1446453724,node_003474,node_003476
edge_004018,320694018,320655943,0,"[29156241, 127017811, 127017886]",node_003475,node_001555
edge_004019,320694018,320654042,0,"[42746760, 1293392808]",node_003475,node_000853
edge_004020,13271787271,11099919384,0,1446453724,node_003476,node_001715
edge_004021,13271787271,13742766360,0,1446453731,node_003476,node_005259
edge_004022,7631365897,12553961695,0,817111077,node_003477,node_000065
edge_004023,296298255,296298369,0,27031249,node_003478,node_003521
edge_004024,9780602641,2125894771,0,"[949873756, 202622700]",node_003479,node_001736
edge_004025,9780602641,9780602643,0,"[1065005481, 1065005479]",node_003479,node_003481
edge_004026,13271787281,13271787212,0,1446453726,node_003480,node_003460
edge_004027,13271787281,13271787184,0,1446453727,node_003480,node_003453
edge_004028,9780602643,9783227437,0,1065266810,node_003481,node_004691
edge_004029,9780602643,9783227482,0,"[1065266814, 1065266815]",node_003481,node_004706
edge_004030,9780602644,530720950,0,"[1065005480, 1065005482]",node_003482,node_003633
edge_004031,1080698647,1080698504,0,"[152632068, 182693448, 113679881, 331687343, 152632057]",node_003483,node_003434
edge_004032,734045976,330842106,0,1051962154,node_003484,node_005859
edge_004033,321267480,1788488103,0,1503593354,node_003485,node_003722
edge_004034,321267480,1788488103,1,"[167454104, 167454060]",node_003485,node_003722
edge_004035,233760538,1188766264,0,176576440,node_003486,node_002916
edge_004036,321267485,1788488095,0,167452251,node_003487,node_003718
edge_004037,321267489,321267485,0,"[167452251, 479440003, 479440004]",node_003488,node_003487
edge_004038,321267489,605347566,0,"[167452259, 479440005, 479440006]",node_003488,node_002641
edge_004039,265709349,1667004552,0,"[154117626, 148724133, 169207726]",node_003489,node_005191
edge_004040,265709351,1667135761,0,154117618,node_003490,node_005255
edge_004041,265709351,265709349,0,169207726,node_003490,node_003489
edge_004042,13271787306,13271787281,0,"[1446453728, 1446453726]",node_003491,node_003480
edge_004043,1408034603,13507064203,0,31757284,node_003493,node_004417
edge_004044,13271787307,13271787308,0,1196125801,node_003494,node_003495
edge_004045,13271787307,13271787309,0,1446453729,node_003494,node_003496
edge_004046,1861592885,330844392,0,184540586,node_003497,node_000662
edge_004047,605349689,1230312244,0,"[1197005522, 165638404]",node_003498,node_001638
edge_004048,605349690,605349915,0,"[47577771, 152637091]",node_003499,node_003580
edge_004049,605349690,605350596,0,"[47577824, 47577825, 165638402, 165638384, 165638390]",node_003499,node_003834
edge_004050,13271787329,13271787175,0,25686068,node_003500,node_003450
edge_004051,13271787329,13271787175,1,1446453734,node_003500,node_003450
edge_004052,1836427080,1836427079,0,172788737,node_003502,node_003501
edge_004053,1836427080,1230291428,0,"[29292523, 29292524, 1297394663]",node_003502,node_000158
edge_004054,1408034640,1408034643,0,31757284,node_003503,node_003505
edge_004055,35858257,289122347,0,26391338,node_003504,node_003589
edge_004056,35858257,1765245311,0,164930286,node_003504,node_000123
edge_004057,1408034643,1408034603,0,31757284,node_003505,node_003493
edge_004058,13271787348,10725927883,0,25686069,node_003506,node_003952
edge_004059,1080698711,1080698284,0,"[331687272, 93228981]",node_003507,node_003351
edge_004060,35858266,35858274,0,164939811,node_003508,node_003511
edge_004061,10734888796,9759445492,0,1167682579,node_003509,node_001519
edge_004062,10734888796,1930542167,0,1121006703,node_003509,node_005572
edge_004063,1408034655,1978169048,0,187044296,node_003510,node_004960
edge_004064,35858274,1230291513,0,106996375,node_003511,node_000204
edge_004065,35858274,7785619946,0,"[176585273, 1297388268, 29292513]",node_003511,node_002888
edge_004066,381937509,4686651917,0,1280170370,node_003512,node_002906
edge_004067,1408034662,1408034655,0,187044296,node_003513,node_003510
edge_004068,11091158889,9794635492,0,"[978961048, 33681306, 244247165]",node_003514,node_000539
edge_004069,11091158892,11091158889,0,244247165,node_003515,node_003514
edge_004070,11091158892,1840718832,0,1194939220,node_003515,node_003134
edge_004071,11091158893,1840718837,0,"[173223525, 33681310, 978961047]",node_003516,node_003135
edge_004072,332474225,1654411326,0,152637079,node_003517,node_001261
edge_004073,320907131,7284959165,0,42747362,node_003518,node_003534
edge_004074,332474238,1788488162,0,167454058,node_003519,node_003762
edge_004075,2596661118,1610662329,0,104246086,node_003520,node_000139
edge_004076,2596661118,754397976,0,104246086,node_003520,node_004550
edge_004077,296298369,276094705,0,1066398167,node_003521,node_002644
edge_004078,1080698778,1080698793,0,182690212,node_003522,node_003525
edge_004079,1080698778,9177504034,0,1123473371,node_003522,node_002160
edge_004080,1408034725,1978169045,0,31757284,node_003524,node_004956
edge_004081,1080698793,1080698418,0,93228979,node_003525,node_003409
edge_004082,1080698793,1930483017,0,"[182690214, 182690205, 182690206]",node_003525,node_001788
edge_004083,1833346993,1634403553,0,"[162586529, 1147869770, 5218029, 5218054]",node_003526,node_000364
edge_004084,644622259,3031194215,0,"[29131548, 42747221, 42747220]",node_003527,node_002266
edge_004085,978266038,604870877,0,47503991,node_003528,node_002143
edge_004086,7284959160,1014912124,0,1219240119,node_003529,node_001740
edge_004087,296298425,332620881,0,121362912,node_003530,node_003197
edge_004088,296298425,1634873723,0,"[121362904, 150587397, 1097516847]",node_003530,node_004405
edge_004089,296298426,2476520404,0,"[156338818, 156338829]",node_003531,node_004648
edge_004090,1327769531,1654478121,0,1259450118,node_003532,node_001787
edge_004091,1327769531,1327779337,0,165753455,node_003532,node_001101
edge_004092,1190930363,1190930480,0,"[33681961, 104246379, 104246372]",node_003533,node_003592
edge_004093,7284959165,3075540516,0,42747362,node_003534,node_000507
edge_004094,1190930364,656033292,0,"[33681012, 163053523, 1124670020]",node_003535,node_004330
edge_004095,296298428,2476520404,0,"[30212568, 156338842, 156338838]",node_003536,node_004648
edge_004096,296298428,332948609,0,"[987360129, 987360130, 1131906191]",node_003536,node_003209
edge_004097,978266053,978266257,0,164599641,node_003538,node_003622
edge_004098,701736902,1807828116,0,169616122,node_003539,node_000346
edge_004099,701736902,233760538,0,176576440,node_003539,node_003486
edge_004100,1327769546,534251759,0,165753455,node_003541,node_000666
edge_004101,1327769546,1327769914,0,165753455,node_003541,node_003684
edge_004102,605857743,12183372376,0,241796384,node_003542,node_000220
edge_004103,1190930383,1190930364,0,103140430,node_003543,node_003535
edge_004104,1190930385,1190930405,0,33681957,node_003544,node_003551
edge_004105,1190930385,1190930472,0,103140483,node_003544,node_003587
edge_004106,605366231,605364848,0,205395312,node_003545,node_002953
edge_004107,1190930392,1190930399,0,103140413,node_003546,node_003547
edge_004108,1190930399,1190930486,0,103140469,node_003547,node_003595
edge_004109,1190930399,31017966,0,"[4825504, 103140413]",node_003547,node_000933
edge_004110,1718872031,1421587289,0,176576459,node_003548,node_004600
edge_004111,1718872031,1718872074,0,"[159783336, 159783337]",node_003548,node_003571
edge_004112,606988255,9791035974,0,117221824,node_003549,node_002258
edge_004113,1190930403,1528034334,0,8868032,node_003550,node_004680
edge_004114,1190930405,1190930392,0,"[1150064776, 103140435, 33681957, 33682045]",node_003551,node_003546
edge_004115,1190930411,1190930403,0,103140404,node_003552,node_003550
edge_004116,1190930412,1190930363,0,103140461,node_003553,node_003533
edge_004117,320694259,9190482017,0,"[29151912, 403148675, 403148678]",node_003555,node_002747
edge_004118,1190930422,1190930445,0,136965844,node_003556,node_003572
edge_004119,9126668281,9126680631,0,238769488,node_003557,node_002048
edge_004120,9126668281,3247242109,0,238769488,node_003557,node_005475
edge_004121,1718872057,233761003,0,29201273,node_003558,node_003645
edge_004122,1718872057,1718872074,0,"[159783333, 159783334]",node_003558,node_003571
edge_004123,644622332,644621728,0,"[40745413, 29131547, 178771261, 1124670030]",node_003559,node_003347
edge_004124,331212798,331212799,0,115494687,node_003560,node_003561
edge_004125,331212798,320643345,0,29150040,node_003560,node_002815
edge_004126,1190930434,1190930494,0,103140425,node_003562,node_003598
edge_004127,1190930434,1190930364,0,136965847,node_003562,node_003535
edge_004128,1721722883,1721722884,0,160097697,node_003563,node_003565
edge_004129,1721722883,9379044816,0,160097702,node_003563,node_002515
edge_004130,321562628,605268313,0,29235722,node_003564,node_003693
edge_004131,1190930439,31331906,0,103140443,node_003566,node_001864
edge_004132,1190930440,1190930480,0,103140463,node_003567,node_003592
edge_004133,11941423113,11941423114,0,1287580074,node_003568,node_003569
edge_004134,11941423113,10712546125,0,1000800063,node_003568,node_005458
edge_004135,11941423115,2619552314,0,"[1000800064, 29371180]",node_003570,node_004477
edge_004136,1718872074,1718872083,0,"[159783333, 159783335]",node_003571,node_003576
edge_004137,1190930445,1190930418,0,103140479,node_003572,node_003554
edge_004138,1190930445,31331903,0,136965844,node_003572,node_001862
edge_004139,11941423117,11941423115,0,1000800064,node_003573,node_003570
edge_004140,1190930447,1190930392,0,103140418,node_003574,node_003546
edge_004141,1190930453,1190930370,0,103140458,node_003577,node_003537
edge_004142,1190930453,1190930422,0,"[33682042, 1137845459, 103140468, 136965844]",node_003577,node_003556
edge_004143,9816549401,9400305458,0,42416248,node_003578,node_000559
edge_004144,9816549401,529548154,0,42416248,node_003578,node_000275
edge_004145,1190930459,264827661,0,"[175210697, 103140410, 103140406]",node_003579,node_004543
edge_004146,1190930459,1840701847,0,"[104246376, 104246377, 139355445]",node_003579,node_002859
edge_004147,605349915,605350605,0,"[47577774, 47577831]",node_003580,node_003836
edge_004148,605349915,605349952,0,"[139822665, 152637091, 167454061]",node_003580,node_003599
edge_004149,11941423137,1406706442,0,1000800033,node_003582,node_003015
edge_004150,11941423137,11941423134,0,1287580080,node_003582,node_003581
edge_004151,1190930466,264827666,0,"[1094958681, 121399465, 121399467]",node_003583,node_004547
edge_004152,337504292,337491295,0,"[30547072, 30547051, 30547068]",node_003584,node_004788
edge_004153,337504292,337491713,0,"[30546823, 30546825, 30546346, 30546329, 1192350655]",node_003584,node_004986
edge_004154,533604390,533605619,0,5168726,node_003586,node_004060
edge_004155,533604390,77331934,0,42661437,node_003586,node_005698
edge_004156,1190930475,1190930459,0,139355445,node_003588,node_003579
edge_004157,289122347,289122353,0,"[26391338, 26391567]",node_003589,node_003593
edge_004158,289122347,289122642,0,"[26391363, 26391364, 26391365]",node_003589,node_003690
edge_004159,1327769646,1327769798,0,165753455,node_003590,node_003636
edge_004160,1327769646,534251756,0,165753455,node_003590,node_000663
edge_004161,321857583,10048650804,0,"[161687930, 161687925]",node_003591,node_005712
edge_004162,321857583,1736505382,0,"[1289020888, 172877739, 161687918]",node_003591,node_005142
edge_004163,1190930480,1190930434,0,136965847,node_003592,node_003562
edge_004164,289122353,289122357,0,"[164931247, 26391567]",node_003593,node_003594
edge_004165,289122357,1984959726,0,26390687,node_003594,node_001772
edge_004166,604825656,604826274,0,47502828,node_003596,node_003817
edge_004167,605349952,1788488162,0,"[167454091, 167454076]",node_003599,node_003762
edge_004168,9580226632,2112656802,0,201307346,node_003600,node_001806
edge_004169,605349963,605350605,0,"[139822641, 139822667, 47577773]",node_003601,node_003836
edge_004170,605349963,1771794806,0,"[47577803, 165638399]",node_003601,node_004401
edge_004171,7631906894,9524211618,0,"[1098805603, 1033806111]",node_003602,node_004271
edge_004172,7631906894,1194118294,0,"[817162369, 1098805604, 1098805607]",node_003602,node_000985
